,Tweet,Sentimen,lower case,cleaned,formalized,no stopwords,stemmed
102,"Menkominfo Johnny G.Plate :
 
 ""PSE swasta wajib menjaga dan melindungi data pribadi masyarakat sesuai dengan UU ITE dan Peraturan Pemerintah Nomor 71 Tahun 2019 tentang Penyelenggaraan Sistem dan Transaksi Elektronik""
 
 @PlateJohnny @jokowi @kemkominfo https://t.co/qXDYmnKF4D",netral,"menkominfo johnny g.plate :
 
 ""pse swasta wajib menjaga dan melindungi data pribadi masyarakat sesuai dengan uu ite dan peraturan pemerintah nomor 71 tahun 2019 tentang penyelenggaraan sistem dan transaksi elektronik""
 
 @platejohnny @jokowi @kemkominfo https://t.co/qxdymnkf4d",menkominfo johnny g.plate pse swasta wajib menjaga dan melindungi data pribadi masyarakat sesuai dengan uu ite dan peraturan pemerintah nomor tahun tentang penyelenggaraan sistem dan transaksi elektronik,menkominfo johnny g.plate pse swasta wajib menjaga dan melindungi data pribadi masyarakat sesuai dengan uu ite dan peraturan pemerintah nomor tahun tentang penyelenggaraan sistem dan transaksi elektronik,menkominfo johnny g.plate pse swasta wajib menjaga melindungi data pribadi masyarakat sesuai uu ite peraturan pemerintah nomor penyelenggaraan sistem transaksi elektronik,menkominfo johnny g plate pse swasta wajib jaga lindung data pribadi masyarakat sesuai uu ite atur perintah nomor selenggara sistem transaksi elektronik
103,"Akhirnya Dewan Perwakilan Rakyat (DPR) mengesahkan Rancangan Undang-Undang Perlindungan Data Pribadi (RUU PDP) dalam Rapat Paripurna kelima Masa Persidangan I tahun sidang 2022-2023, Selasa (20/9/2022).
 @kemkominfo @jokowi @PlateJohnny https://t.co/SGzLaqoltU",netral,"akhirnya dewan perwakilan rakyat (dpr) mengesahkan rancangan undang-undang perlindungan data pribadi (ruu pdp) dalam rapat paripurna kelima masa persidangan i tahun sidang 2022-2023, selasa (20/9/2022).
 @kemkominfo @jokowi @platejohnny https://t.co/sgzlaqoltu","akhirnya dewan perwakilan rakyat dpr mengesahkan rancangan undang undang perlindungan data pribadi ruu pdp dalam rapat paripurna kelima masa persidangan i tahun sidang , selasa .","akhirnya dewan perwakilan rakyat dpr mengesahkan rancangan undang undang perlindungan data pribadi ruu pdp dalam rapat paripurna kelima masa persidangan i tahun sidang , selasa .","dewan perwakilan rakyat dpr mengesahkan rancangan undang undang perlindungan data pribadi ruu pdp rapat paripurna persidangan i sidang , selasa .",dewan wakil rakyat dpr kesah rancang undang undang lindung data pribadi ruu pdp rapat paripurna sidang i sidang selasa
104,"@hyang_wisnu @PlateJohnny @Aryprasetyo85 @kemkominfo @miicies @Marbot_Udien @zhymme @03__nakula @DS_yantie @delArdian_ @D_N4bil5 Dewan Perwakilan Rakyat (DPR) mengesahkan Rancangan Undang-Undang Perlindungan Data Pribadi (RUU PDP) dalam Rapat Paripurna kelima Masa Persidangan I tahun sidang 2022-2023, Selasa (20/9/2022).
 @PlateJohnny @kemkominfo",netral,"@hyang_wisnu @platejohnny @aryprasetyo85 @kemkominfo @miicies @marbot_udien @zhymme @03__nakula @ds_yantie @delardian_ @d_n4bil5 dewan perwakilan rakyat (dpr) mengesahkan rancangan undang-undang perlindungan data pribadi (ruu pdp) dalam rapat paripurna kelima masa persidangan i tahun sidang 2022-2023, selasa (20/9/2022).
 @platejohnny @kemkominfo","dewan perwakilan rakyat dpr mengesahkan rancangan undang undang perlindungan data pribadi ruu pdp dalam rapat paripurna kelima masa persidangan i tahun sidang , selasa .","dewan perwakilan rakyat dpr mengesahkan rancangan undang undang perlindungan data pribadi ruu pdp dalam rapat paripurna kelima masa persidangan i tahun sidang , selasa .","dewan perwakilan rakyat dpr mengesahkan rancangan undang undang perlindungan data pribadi ruu pdp rapat paripurna persidangan i sidang , selasa .",dewan wakil rakyat dpr kesah rancang undang undang lindung data pribadi ruu pdp rapat paripurna sidang i sidang selasa
105,"DPR resmi mengesahkan Rancangan Undang-Undang Perlindungan Data Pribadi menjadi Undang-Undang . RUU PDP disahkan pada Rapat Paripurna DPR ke-5 Masa Persidangan I Tahun Sidang 2022-2023, Selasa (20/9/2022).
 @PlateJohnny 
 @kemkominfo https://t.co/GYs8vEe4Zx",netral,"dpr resmi mengesahkan rancangan undang-undang perlindungan data pribadi menjadi undang-undang . ruu pdp disahkan pada rapat paripurna dpr ke-5 masa persidangan i tahun sidang 2022-2023, selasa (20/9/2022).
 @platejohnny 
 @kemkominfo https://t.co/gys8vee4zx","dpr resmi mengesahkan rancangan undang undang perlindungan data pribadi menjadi undang undang . ruu pdp disahkan pada rapat paripurna dpr ke masa persidangan i tahun sidang , selasa .","dpr resmi mengesahkan rancangan undang undang perlindungan data pribadi menjadi undang undang . ruu pdp disahkan pada rapat paripurna dpr ke masa persidangan i tahun sidang , selasa .","dpr resmi mengesahkan rancangan undang undang perlindungan data pribadi undang undang . ruu pdp disahkan rapat paripurna dpr persidangan i sidang , selasa .",dpr resmi kesah rancang undang undang lindung data pribadi undang undang ruu pdp sah rapat paripurna dpr sidang i sidang selasa
106,"Hasil rapat Badan Musyawarah (Bamus) dan rapat pimpinan (Rapim) DPR memutuskan membawa RUU PDP ke Rapat Paripurna besok (hari ini) untuk disahkan sebagai undang-undang.
 @kemkominfo @PlateJohnny @jokowi https://t.co/bC2zvMcSEr",netral,"hasil rapat badan musyawarah (bamus) dan rapat pimpinan (rapim) dpr memutuskan membawa ruu pdp ke rapat paripurna besok (hari ini) untuk disahkan sebagai undang-undang.
 @kemkominfo @platejohnny @jokowi https://t.co/bc2zvmcser",hasil rapat badan musyawarah bamus dan rapat pimpinan rapim dpr memutuskan membawa ruu pdp ke rapat paripurna besok hari ini untuk disahkan sebagai undang undang.,hasil rapat badan musyawarah bamus dan rapat pimpinan rapim dpr memutuskan membawa ruu pdp ke rapat paripurna besok hari ini untuk disahkan sebagai undang undang.,hasil rapat badan musyawarah bamus rapat pimpinan rapim dpr memutuskan membawa ruu pdp rapat paripurna besok disahkan undang undang .,hasil rapat badan musyawarah bamus rapat pimpin rapim dpr putus bawa ruu pdp rapat paripurna besok sah undang undang
107,"@CabeRaw64245006 @IwalKincai4 @ChusnulCh__ @NasDem @pranandapaloh @PlateJohnny pak @ganjarpranowo gak di undang tetap eketabilitasnyatertinghi, apa lagi kalau diundang sama mbak @puanmaharani_ri pasti bisa mencapai 50+1 https://t.co/OocY2nMv8A",positif,"@caberaw64245006 @iwalkincai4 @chusnulch__ @nasdem @pranandapaloh @platejohnny pak @ganjarpranowo gak di undang tetap eketabilitasnyatertinghi, apa lagi kalau diundang sama mbak @puanmaharani_ri pasti bisa mencapai 50+1 https://t.co/oocy2nmv8a","pak gak di undang tetap eketabilitasnyatertinghi, apa lagi kalau diundang sama mbak pasti bisa mencapai","pak gak di undang tetap eketabilitasnyatertinghi, apa lagi kalau diundang sama mbak pasti bisa mencapai","gak undang eketabilitasnyatertinghi , diundang mbak mencapai",gak undang eketabilitasnyatertinghi undang mbak capai
108,"@hyang_wisnu @PlateJohnny @kemkominfo @Aryprasetyo85 @miicies @Marbot_Udien @zhymme @03__nakula @DS_yantie @delArdian_ @D_N4bil5 @farrel27 PSE Jangan lengah, selalu perhatikan, dan berkomunikasi dengan pemerintah.
 @PlateJohnny @kemkominfo",positif,"@hyang_wisnu @platejohnny @kemkominfo @aryprasetyo85 @miicies @marbot_udien @zhymme @03__nakula @ds_yantie @delardian_ @d_n4bil5 @farrel27 pse jangan lengah, selalu perhatikan, dan berkomunikasi dengan pemerintah.
 @platejohnny @kemkominfo","pse jangan lengah, selalu perhatikan, dan berkomunikasi dengan pemerintah.","pse jangan lengah, selalu perhatikan, dan berkomunikasi dengan pemerintah.","pse lengah , perhatikan , berkomunikasi pemerintah .",pse lengah perhati komunikasi perintah
109,@hyang_wisnu @PlateJohnny @kemkominfo PSE juga harus meningkatkan kapasitas talenta digital yang bekerja mengamankan data-data masyarakat sehingga lebih aman. @PlateJohnny @kemkominfo,positif,@hyang_wisnu @platejohnny @kemkominfo pse juga harus meningkatkan kapasitas talenta digital yang bekerja mengamankan data-data masyarakat sehingga lebih aman. @platejohnny @kemkominfo,pse juga harus meningkatkan kapasitas talenta digital yang bekerja mengamankan data data masyarakat sehingga lebih aman.,pse juga harus meningkatkan kapasitas talenta digital yang bekerja mengamankan data data masyarakat sehingga lebih aman.,pse meningkatkan kapasitas talenta digital mengamankan data data masyarakat aman .,pse tingkat kapasitas talenta digital aman data data masyarakat aman
110,"@hyang_wisnu @BSSN_RI @kemkominfo @DivHumas_Polri @PlateJohnny @jokowi Pemerintah bersama DPR kini tengah bersiap lakukan pengesahan Rancangan Undang-Undang Perlindungan Data Pribadi (RUU PDP).
 @kemkominfo @PlateJohnny",netral,"@hyang_wisnu @bssn_ri @kemkominfo @divhumas_polri @platejohnny @jokowi pemerintah bersama dpr kini tengah bersiap lakukan pengesahan rancangan undang-undang perlindungan data pribadi (ruu pdp).
 @kemkominfo @platejohnny",pemerintah bersama dpr kini tengah bersiap lakukan pengesahan rancangan undang undang perlindungan data pribadi ruu pdp .,pemerintah bersama dpr kini tengah bersiap lakukan pengesahan rancangan undang undang perlindungan data pribadi ruu pdp .,pemerintah dpr lakukan pengesahan rancangan undang undang perlindungan data pribadi ruu pdp .,perintah dpr laku kesah rancang undang undang lindung data pribadi ruu pdp
111,@CabeRaw64245006 @ChusnulCh__ @NasDem @pranandapaloh @PlateJohnny Koqr koar sana sini.... Bagikan kaos di undang pdip pun tidak😭,negatif,@caberaw64245006 @chusnulch__ @nasdem @pranandapaloh @platejohnny koqr koar sana sini.... bagikan kaos di undang pdip pun tidak😭,koqr koar sana sini.... bagikan kaos di undang pdip pun tidak,koqr teriak sana sini.... bagikan kaos di undang pdip pun tidak,koqr teriak .... bagikan kaos undang pdip,koqr teriak bagi kaos undang pdip
112,@IwalKincai4 @ChusnulCh__ @NasDem @pranandapaloh @PlateJohnny Panas dan stres junjungannya ga di undang di semarang 🤣🤣🤣🤣,negatif,@iwalkincai4 @chusnulch__ @nasdem @pranandapaloh @platejohnny panas dan stres junjungannya ga di undang di semarang 🤣🤣🤣🤣,panas dan stres junjungannya ga di undang di semarang,panas dan stres junjungannya ga di undang di semarang,panas stres junjungannya ga undang semarang,panas stres junjung ga undang semarang
113,"Menkominfo @PlateJohnny: Payung Hukum Satgas untuk Lawan Bjorka Sudah Dibentuk
 
 Di samping membentuk Satgas Perlindungan Data, Pemerintah bersama DPR kini tengah bersiap lakukan pengesahan Rancangan Undang-Undang Perlindungan Data Pribadi (RUU PDP).
 
 https://t.co/7dESJ1yFsV",netral,"menkominfo @platejohnny: payung hukum satgas untuk lawan bjorka sudah dibentuk
 
 di samping membentuk satgas perlindungan data, pemerintah bersama dpr kini tengah bersiap lakukan pengesahan rancangan undang-undang perlindungan data pribadi (ruu pdp).
 
 https://t.co/7desj1yfsv","menkominfo payung hukum satgas untuk lawan bjorka sudah dibentuk di samping membentuk satgas perlindungan data, pemerintah bersama dpr kini tengah bersiap lakukan pengesahan rancangan undang undang perlindungan data pribadi ruu pdp .","menkominfo payung hukum satgas untuk lawan bjorka sudah dibentuk di samping membentuk satgas perlindungan data, pemerintah bersama dpr kini tengah bersiap lakukan pengesahan rancangan undang undang perlindungan data pribadi ruu pdp .","menkominfo payung hukum satgas lawan bjorka dibentuk samping membentuk satgas perlindungan data , pemerintah dpr lakukan pengesahan rancangan undang undang perlindungan data pribadi ruu pdp .",menkominfo payung hukum satgas lawan bjorka bentuk samping bentuk satgas lindung data perintah dpr laku kesah rancang undang undang lindung data pribadi ruu pdp
114,"Di samping membentuk Satgas Perlindungan Data, Pemerintah bersama DPR kini tengah bersiap menyambut pengesahan Rancangan Undang-Undang Perlindungan Data Pribadi (RUU PDP).
 @PlateJohnny @kemkominfo https://t.co/HqjYwy1gmE",netral,"di samping membentuk satgas perlindungan data, pemerintah bersama dpr kini tengah bersiap menyambut pengesahan rancangan undang-undang perlindungan data pribadi (ruu pdp).
 @platejohnny @kemkominfo https://t.co/hqjywy1gme","di samping membentuk satgas perlindungan data, pemerintah bersama dpr kini tengah bersiap menyambut pengesahan rancangan undang undang perlindungan data pribadi ruu pdp .","di samping membentuk satgas perlindungan data, pemerintah bersama dpr kini tengah bersiap menyambut pengesahan rancangan undang undang perlindungan data pribadi ruu pdp .","samping membentuk satgas perlindungan data , pemerintah dpr menyambut pengesahan rancangan undang undang perlindungan data pribadi ruu pdp .",samping bentuk satgas lindung data perintah dpr sambut kesah rancang undang undang lindung data pribadi ruu pdp
115,"Di samping membentuk Satgas Perlindungan Data, Pemerintah bersama DPR kini tengah bersiap melakukan pengesahan Rancangan Undang-Undang Perlindungan Data Pribadi (RUU PDP)
 @kemkominfo
 @PlateJohnny
 https://t.co/cZAljNQzNq",netral,"di samping membentuk satgas perlindungan data, pemerintah bersama dpr kini tengah bersiap melakukan pengesahan rancangan undang-undang perlindungan data pribadi (ruu pdp)
 @kemkominfo
 @platejohnny
 https://t.co/czaljnqznq","di samping membentuk satgas perlindungan data, pemerintah bersama dpr kini tengah bersiap melakukan pengesahan rancangan undang undang perlindungan data pribadi ruu pdp","di samping membentuk satgas perlindungan data, pemerintah bersama dpr kini tengah bersiap melakukan pengesahan rancangan undang undang perlindungan data pribadi ruu pdp","samping membentuk satgas perlindungan data , pemerintah dpr pengesahan rancangan undang undang perlindungan data pribadi ruu pdp",samping bentuk satgas lindung data perintah dpr kesah rancang undang undang lindung data pribadi ruu pdp
116,"@hyang_wisnu @kemkominfo @jokowi @PlateJohnny Keterbukaan informasi adalah amanat Undang-Undang.
 @PlateJohnny @kemkominfo",netral,"@hyang_wisnu @kemkominfo @jokowi @platejohnny keterbukaan informasi adalah amanat undang-undang.
 @platejohnny @kemkominfo",keterbukaan informasi adalah amanat undang undang.,keterbukaan informasi adalah amanat undang undang.,keterbukaan informasi amanat undang undang .,buka informasi amanat undang undang
117,"Komunikasi yang dilakukan penyelenggara sistem elektronik privat penting dilakukan agar pemerintah bisa memberikan masukan.
 
 Sehingga, 
 PSE privat dapat melaksanakan kewajibannya menjaga data pribadi masyarakatnya.
 
 @PlateJohnny
 @kemkominfo https://t.co/iYX9rSQq6c",positif,"komunikasi yang dilakukan penyelenggara sistem elektronik privat penting dilakukan agar pemerintah bisa memberikan masukan.
 
 sehingga, 
 pse privat dapat melaksanakan kewajibannya menjaga data pribadi masyarakatnya.
 
 @platejohnny
 @kemkominfo https://t.co/iyx9rsqq6c","komunikasi yang dilakukan penyelenggara sistem elektronik privat penting dilakukan agar pemerintah bisa memberikan masukan. sehingga, pse privat dapat melaksanakan kewajibannya menjaga data pribadi masyarakatnya.","komunikasi yang dilakukan penyelenggara sistem elektronik privat penting dilakukan agar pemerintah bisa memberikan masukan. sehingga, pse privat dapat melaksanakan kewajibannya menjaga data pribadi masyarakatnya.","komunikasi penyelenggara sistem elektronik privat pemerintah masukan . , pse privat melaksanakan kewajibannya menjaga data pribadi masyarakatnya .",komunikasi selenggara sistem elektronik privat perintah masuk pse privat laksana wajib jaga data pribadi masyarakat
118,"@PlateJohnny mengatakan serangan siber tidak hanya menyerang sistem elektronik milik pemerintah. 
 
 Melainkan juga PSE swasta sehingga semua pihak harus ekstra waspada.
 
 @kemkominfo https://t.co/2a9QHY22TL",netral,"@platejohnny mengatakan serangan siber tidak hanya menyerang sistem elektronik milik pemerintah. 
 
 melainkan juga pse swasta sehingga semua pihak harus ekstra waspada.
 
 @kemkominfo https://t.co/2a9qhy22tl",mengatakan serangan siber tidak hanya menyerang sistem elektronik milik pemerintah. melainkan juga pse swasta sehingga semua pihak harus ekstra waspada.,mengatakan serangan siber tidak hanya menyerang sistem elektronik milik pemerintah. melainkan juga pse swasta sehingga semua pihak harus ekstra waspada.,serangan siber menyerang sistem elektronik milik pemerintah . pse swasta ekstra waspada .,serang siber serang sistem elektronik milik perintah pse swasta ekstra waspada
119,"@PlateJohnny mengingatkan para PSE privat untuk memperketat keamanan siber sistemnya , sehingga terjaga data masyarakat yang tergabung di sistem elektronik tersebut.
 
 @kemkominfo https://t.co/A9TrPXzzW6",netral,"@platejohnny mengingatkan para pse privat untuk memperketat keamanan siber sistemnya , sehingga terjaga data masyarakat yang tergabung di sistem elektronik tersebut.
 
 @kemkominfo https://t.co/a9trpxzzw6","mengingatkan para pse privat untuk memperketat keamanan siber sistemnya , sehingga terjaga data masyarakat yang tergabung di sistem elektronik tersebut.","mengingatkan para pse privat untuk memperketat keamanan siber sistemnya , sehingga terjaga data masyarakat yang tergabung di sistem elektronik tersebut.","pse privat memperketat keamanan siber sistemnya , terjaga data masyarakat tergabung sistem elektronik .",pse privat ketat aman siber sistem jaga data masyarakat gabung sistem elektronik
